         4711350 function calls (4571017 primitive calls) in 5.154 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1644    0.007    0.000    0.363    0.000 /src/ultra/ultra/utils/common.py:297(<listcomp>)
       70    0.000    0.000    0.362    0.005 /src/smarts/core/sumo_road_network.py:124(from_file)
       70    0.001    0.000    0.361    0.005 /usr/share/sumo/tools/sumolib/net/__init__.py:778(readNet)
    18693    0.033    0.000    0.359    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:460(minkowski)
      140    0.000    0.000    0.357    0.003 /usr/lib/python3.7/xml/sax/__init__.py:29(parse)
      140    0.001    0.000    0.354    0.003 /usr/lib/python3.7/xml/sax/expatreader.py:103(parse)
      140    0.001    0.000    0.348    0.002 /usr/lib/python3.7/xml/sax/xmlreader.py:115(parse)
      140    0.000    0.000    0.342    0.002 /usr/lib/python3.7/xml/sax/expatreader.py:206(feed)
      140    0.049    0.000    0.342    0.002 {method 'Parse' of 'pyexpat.xmlparser' objects}
    10290    0.009    0.000    0.283    0.000 /usr/lib/python3.7/xml/sax/expatreader.py:332(start_element)
    14803    0.015    0.000    0.273    0.000 {built-in method builtins.min}
    10290    0.038    0.000    0.272    0.000 /usr/share/sumo/tools/sumolib/net/__init__.py:568(startElement)
      213    0.001    0.000    0.269    0.001 /src/smarts/core/sensors.py:995(__call__)
      213    0.001    0.000    0.258    0.001 /src/smarts/core/mission_planner.py:153(waypoint_paths_at)
      213    0.002    0.000    0.256    0.001 /src/smarts/core/waypoints.py:248(waypoint_paths_along_route)
        5    0.250    0.050    0.250    0.050 {built-in method time.sleep}
      213    0.003    0.000    0.246    0.001 /src/ultra/ultra/baselines/common/baseline_state_preprocessor.py:139(_adapt_observation_for_baseline)
      426    0.001    0.000    0.241    0.001 /src/ultra/ultra/baselines/common/state_preprocessor.py:173(extract_closest_waypoint)
    21735    0.008    0.000    0.238    0.000 /src/ultra/ultra/utils/common.py:256(<lambda>)
      203    0.001    0.000    0.235    0.001 ultra/train.py:165(<dictcomp>)
      203    0.003    0.000    0.235    0.001 /src/ultra/ultra/baselines/dqn/dqn/policy.py:288(step)
   284516    0.209    0.000    0.209    0.000 {built-in method numpy.array}
      203    0.118    0.001    0.203    0.001 /src/ultra/ultra/baselines/dqn/dqn/policy.py:211(soft_update)
    37386    0.040    0.000    0.188    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:332(_validate_vector)
      213    0.002    0.000    0.187    0.001 /src/smarts/core/sensors.py:330(_is_done_with_events)
     4453    0.039    0.000    0.173    0.000 /src/smarts/core/chassis.py:366(pose)
       10    0.000    0.000    0.166    0.017 /src/smarts/core/scenario.py:795(_validate_assets_exist)
       10    0.000    0.000    0.166    0.017 /src/smarts/core/scenario.py:675(is_valid_scenario)
    98748    0.051    0.000    0.162    0.000 <__array_function__ internals>:2(dot)
     1511    0.005    0.000    0.162    0.000 /src/smarts/core/waypoints.py:326(_closest_linked_wp_in_kd_tree_batched)
      223    0.001    0.000    0.158    0.001 /src/smarts/core/trap_manager.py:103(step)
       10    0.000    0.000    0.156    0.016 /src/smarts/core/trap_manager.py:268(_make_vehicle)
      223    0.007    0.000    0.154    0.001 /src/smarts/core/waypoints.py:218(waypoint_paths_on_lane_at)
     2240    0.006    0.000    0.150    0.000 /usr/share/sumo/tools/sumolib/net/__init__.py:227(addConnection)
       10    0.000    0.000    0.145    0.014 /src/smarts/core/vehicle_index.py:536(build_agent_vehicle)
     1511    0.037    0.000    0.142    0.000 {method 'query' of 'sklearn.neighbors._kd_tree.BinaryTree' objects}
      436    0.003    0.000    0.138    0.000 /src/smarts/core/waypoints.py:274(_closest_linked_wp_in_kd_tree_with_pose_batched)
    18693    0.029    0.000    0.137    0.000 /usr/local/lib/python3.7/dist-packages/scipy/linalg/misc.py:19(norm)
     3500    0.137    0.000    0.137    0.000 /usr/share/sumo/tools/sumolib/net/connection.py:33(__init__)
       10    0.001    0.000    0.132    0.013 /src/smarts/core/vehicle.py:300(build_agent_vehicle)
      213    0.004    0.000    0.131    0.001 /src/smarts/core/sensors.py:419(_vehicle_is_off_route_and_wrong_way)
      669    0.004    0.000    0.128    0.000 /src/smarts/core/smarts.py:728(_step_provider)
      223    0.007    0.000    0.124    0.001 /src/smarts/core/waypoints.py:334(_waypoints_starting_at_waypoint)
   152625    0.036    0.000    0.114    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_asarray.py:16(asarray)
    37599    0.020    0.000    0.104    0.000 <__array_function__ internals>:2(atleast_1d)
       10    0.000    0.000    0.103    0.010 /usr/local/lib/python3.7/dist-packages/yaml/__init__.py:154(safe_load)
       10    0.000    0.000    0.103    0.010 /usr/local/lib/python3.7/dist-packages/yaml/__init__.py:103(load)
      223    0.001    0.000    0.103    0.000 /src/smarts/core/waypoints.py:360(<listcomp>)
      223    0.031    0.000    0.102    0.000 /src/smarts/core/waypoints.py:362(_equally_spaced_path)
       10    0.000    0.000    0.102    0.010 /usr/local/lib/python3.7/dist-packages/yaml/constructor.py:47(get_single_data)
      213    0.000    0.000    0.101    0.000 /src/ultra/ultra/baselines/common/state_preprocessor.py:169(extract_ego_goal_path)
      426    0.004    0.000    0.101    0.000 /src/smarts/core/vehicle.py:236(state)
      772    0.004    0.000    0.100    0.000 /usr/share/sumo/tools/traci/connection.py:160(_sendCmd)
        5    0.000    0.000    0.099    0.020 /usr/lib/python3.7/subprocess.py:681(__init__)
        5    0.000    0.000    0.099    0.020 /usr/lib/python3.7/subprocess.py:1412(_execute_child)
       10    0.005    0.000    0.099    0.010 /src/smarts/core/smarts.py:392(_setup_bullet_client)
     1511    0.006    0.000    0.098    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:59(inner_f)
       10    0.000    0.000    0.097    0.010 /usr/local/lib/python3.7/dist-packages/yaml/composer.py:29(get_single_node)
      233    0.001    0.000    0.096    0.000 /src/smarts/core/smarts.py:684(_harmonize_providers)
    18693    0.039    0.000    0.095    0.000 /usr/local/lib/python3.7/dist-packages/numpy/lib/function_base.py:435(asarray_chkfinite)
       10    0.000    0.000    0.095    0.010 /usr/local/lib/python3.7/dist-packages/yaml/composer.py:50(compose_document)
  1010/10    0.002    0.000    0.095    0.010 /usr/local/lib/python3.7/dist-packages/yaml/composer.py:63(compose_node)
    70/10    0.001    0.000    0.095    0.009 /usr/local/lib/python3.7/dist-packages/yaml/composer.py:117(compose_mapping_node)
       30    0.000    0.000    0.093    0.003 /src/smarts/core/scenario.py:812(map_bounding_box)
      772    0.003    0.000    0.091    0.000 /usr/share/sumo/tools/traci/connection.py:80(_sendExact)
     1511    0.015    0.000    0.090    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:397(check_array)
      609    0.003    0.000    0.090    0.000 /src/ultra/ultra/utils/common.py:176(ego_social_safety)
      213    0.002    0.000    0.090    0.000 /src/smarts/core/waypoints.py:251(<listcomp>)
      213    0.002    0.000    0.087    0.000 /src/smarts/core/sensors.py:483(_vehicle_is_wrong_way)
     2750    0.002    0.000    0.087    0.000 /usr/local/lib/python3.7/dist-packages/yaml/parser.py:94(check_event)
     1218    0.012    0.000    0.084    0.000 /src/ultra/ultra/utils/common.py:150(get_box)
      223    0.004    0.000    0.084    0.000 {method 'poll' of 'panda3d.core.AsyncTaskManager' objects}
     4453    0.050    0.000    0.073    0.000 /src/smarts/core/coordinates.py:175(from_explicit_offset)
      772    0.003    0.000    0.073    0.000 /usr/share/sumo/tools/traci/connection.py:61(_recvExact)
     1218    0.006    0.000    0.073    0.000 /src/ultra/ultra/utils/geometry.py:28(__init__)
      223    0.000    0.000    0.072    0.000 /src/smarts/core/waypoints.py:181(closest_waypoint)
      223    0.001    0.000    0.072    0.000 /src/smarts/core/waypoints.py:170(closest_waypoint_batched)
     7500    0.006    0.000    0.071    0.000 /usr/local/lib/python3.7/dist-packages/yaml/scanner.py:113(check_token)
    17862    0.060    0.000    0.071    0.000 /src/smarts/core/utils/math.py:175(vec_to_radians)
      476    0.002    0.000    0.071    0.000 /src/smarts/core/sumo_road_network.py:365(nearest_lanes)
    42036    0.051    0.000    0.069    0.000 /src/smarts/core/coordinates.py:52(__new__)
     1544    0.069    0.000    0.069    0.000 {method 'recv' of '_socket.socket' objects}
     1248    0.006    0.000    0.069    0.000 /src/ultra/ultra/utils/common.py:45(rotate2d_vector)
      476    0.005    0.000    0.068    0.000 /usr/share/sumo/tools/sumolib/net/__init__.py:301(getNeighboringLanes)
      213    0.001    0.000    0.067    0.000 /src/smarts/core/waypoints.py:198(closest_waypoint_on_lane)
    47690    0.039    0.000    0.067    0.000 /src/smarts/core/utils/math.py:120(vec_2d)
      223    0.001    0.000    0.066    0.000 /usr/local/lib/python3.7/dist-packages/direct/showbase/ShowBase.py:2142(__igLoop)
       20    0.001    0.000    0.066    0.003 /usr/local/lib/python3.7/dist-packages/direct/showbase/Loader.py:185(loadModel)
    37599    0.037    0.000    0.065    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/shape_base.py:25(atleast_1d)
       20    0.007    0.000    0.065    0.003 {method 'loadSync' of 'panda3d.core.Loader' objects}
       10    0.000    0.000    0.064    0.006 /src/smarts/core/smarts.py:377(_setup_road_network)
     1501    0.002    0.000    0.064    0.000 /src/smarts/core/vehicle.py:257(pose)
     1393    0.004    0.000    0.064    0.000 {built-in method builtins.sorted}
      223    0.064    0.000    0.064    0.000 {method 'renderFrame' of 'panda3d.core.GraphicsEngine' objects}
      223    0.002    0.000    0.064    0.000 /src/smarts/core/bubble_manager.py:354(step)
     2689    0.002    0.000    0.063    0.000 <__array_function__ internals>:2(inner)
      570    0.031    0.000    0.061    0.000 /src/smarts/core/waypoints.py:160(_build_kd_tree)
     9338    0.003    0.000    0.060    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:846(parameters)
     1471    0.003    0.000    0.060    0.000 /src/smarts/core/vehicle.py:272(position)
      233    0.001    0.000    0.058    0.000 /src/smarts/core/sumo_traffic_simulation.py:323(step)
       10    0.003    0.000    0.058    0.006 /src/ultra/ultra/utils/episode.py:255(record_tensorboard)
     3884    0.013    0.000    0.058    0.000 /src/smarts/core/utils/cache.py:89(__call__)
     9338    0.003    0.000    0.057    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:870(named_parameters)
      233    0.003    0.000    0.057    0.000 /src/smarts/core/sumo_traffic_simulation.py:336(sync)
    22430    0.014    0.000    0.056    0.000 /src/smarts/core/waypoints.py:727(_edge)
      223    0.005    0.000    0.055    0.000 /src/smarts/core/motion_planner_provider.py:57(step)
     9338    0.015    0.000    0.054    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:833(_named_members)
       10    0.000    0.000    0.054    0.005 /usr/local/lib/python3.7/dist-packages/gltf/loader.py:14(load_file)
       10    0.000    0.000    0.054    0.005 /usr/local/lib/python3.7/dist-packages/gltf/converter.py:1717(load_model)
     1450    0.004    0.000    0.054    0.000 /usr/local/lib/python3.7/dist-packages/yaml/scanner.py:156(fetch_more_tokens)
     1065    0.010    0.000    0.052    0.000 /src/smarts/core/chassis.py:429(longitudinal_lateral_speed)
      233    0.005    0.000    0.052    0.000 /usr/share/sumo/tools/traci/connection.py:294(simulationStep)
      223    0.000    0.000    0.051    0.000 /src/smarts/core/smarts.py:234(<listcomp>)
    22128    0.051    0.000    0.051    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        5    0.050    0.010    0.050    0.010 {built-in method _posixsubprocess.fork_exec}
      852    0.005    0.000    0.050    0.000 /src/smarts/core/chassis.py:409(velocity_vectors)
        5    0.048    0.010    0.048    0.010 {built-in method posix.read}
       10    0.000    0.000    0.048    0.005 /src/smarts/core/trap_manager.py:69(__init__)
    18693    0.007    0.000    0.048    0.000 {method 'all' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.048    0.005 /src/smarts/core/trap_manager.py:74(init_traps)
      223    0.014    0.000    0.048    0.000 /src/smarts/core/bezier_motion_planner.py:35(trajectory_batched)
      495    0.001    0.000    0.046    0.000 /usr/share/sumo/tools/traci/domain.py:182(_setCmd)
      223    0.001    0.000    0.045    0.000 /src/smarts/core/smarts.py:817(_perform_agent_actions)
      436    0.000    0.000    0.045    0.000 /src/smarts/core/waypoints.py:318(<listcomp>)
    23339    0.008    0.000    0.044    0.000 /src/smarts/core/sumo_road_network.py:289(lane_by_id)
     1511    0.012    0.000    0.043    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:76(_assert_all_finite)
     4251    0.010    0.000    0.043    0.000 /src/smarts/core/waypoints.py:320(<lambda>)
    86684    0.043    0.000    0.043    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    34524    0.043    0.000    0.043    0.000 /src/smarts/core/utils/math.py:139(lerp)
    19139    0.006    0.000    0.042    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_methods.py:47(_all)
      500    0.001    0.000    0.042    0.000 /usr/local/lib/python3.7/dist-packages/yaml/parser.py:446(parse_block_mapping_value)
      203    0.001    0.000    0.042    0.000 /src/smarts/core/sumo_traffic_simulation.py:456(_move_vehicle)
      570    0.001    0.000    0.041    0.000 /usr/local/lib/python3.7/dist-packages/yaml/parser.py:427(parse_block_mapping_key)
      203    0.001    0.000    0.040    0.000 /src/smarts/core/controllers/__init__.py:53(perform_action)
     2436    0.024    0.000    0.040    0.000 /src/ultra/ultra/utils/geometry.py:103(_getunrotatedegocorners)
      213    0.001    0.000    0.040    0.000 /src/smarts/core/sensors.py:387(_vehicle_is_off_road)
       10    0.000    0.000    0.039    0.004 /src/smarts/core/scenario.py:330(discover_agent_missions)
     3900    0.004    0.000    0.039    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:55(_wrapfunc)
    24659    0.023    0.000    0.038    0.000 /usr/share/sumo/tools/sumolib/net/__init__.py:260(getLane)
       10    0.000    0.000    0.038    0.004 /src/smarts/core/scenario.py:394(_discover_social_agents_info)
      940    0.001    0.000    0.037    0.000 /usr/local/lib/python3.7/dist-packages/yaml/scanner.py:668(fetch_plain)
      699    0.001    0.000    0.037    0.000 /src/smarts/core/utils/cache.py:127(wrapper)
    12807    0.016    0.000    0.035    0.000 /src/smarts/core/utils/math.py:81(squared_dist)
 6469/630    0.012    0.000    0.034    0.000 /usr/lib/python3.7/copy.py:132(deepcopy)
      940    0.008    0.000    0.034    0.000 /usr/local/lib/python3.7/dist-packages/yaml/scanner.py:1270(scan_plain)
      223    0.002    0.000    0.033    0.000 /src/smarts/core/bubble_manager.py:360(_sync_cursors)
      213    0.001    0.000    0.031    0.000 /src/smarts/core/sumo_road_network.py:504(point_is_within_road)
       10    0.000    0.000    0.031    0.003 /usr/lib/python3.7/tempfile.py:637(__exit__)
       10    0.000    0.000    0.030    0.003 /usr/lib/python3.7/tempfile.py:642(close)
       20    0.000    0.000    0.030    0.002 /usr/lib/python3.7/tempfile.py:576(close)
       10    0.030    0.003    0.030    0.003 {built-in method posix.unlink}
     1218    0.007    0.000    0.030    0.000 /src/ultra/ultra/utils/geometry.py:130(getcorners)
      203    0.000    0.000    0.030    0.000 /usr/share/sumo/tools/traci/_vehicle.py:1579(moveToXY)
       20    0.000    0.000    0.030    0.001 /src/smarts/core/mission_planner.py:92(plan)
       11    0.000    0.000    0.030    0.003 /usr/local/lib/python3.7/dist-packages/dill/_dill.py:261(dump)
       11    0.000    0.000    0.029    0.003 /usr/local/lib/python3.7/dist-packages/dill/_dill.py:422(dump)
       11    0.000    0.000    0.029    0.003 /usr/lib/python3.7/pickle.py:426(dump)
  4228/11    0.008    0.000    0.029    0.003 /usr/lib/python3.7/pickle.py:485(save)
    84919    0.020    0.000    0.028    0.000 /usr/local/lib/python3.7/dist-packages/numpy/linalg/linalg.py:121(isComplexType)
   329/11    0.001    0.000    0.028    0.003 /usr/lib/python3.7/pickle.py:567(save_reduce)
       10    0.000    0.000    0.028    0.003 /src/smarts/core/trap_manager.py:300(_mission2trap)
     4410    0.016    0.000    0.027    0.000 /usr/share/sumo/tools/sumolib/net/__init__.py:757(convertShape)
   113445    0.020    0.000    0.027    0.000 {built-in method builtins.isinstance}
     5286    0.009    0.000    0.027    0.000 /src/smarts/core/coordinates.py:101(relative_to)
     1035    0.003    0.000    0.027    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_methods.py:97(_clip)
      812    0.001    0.000    0.026    0.000 <__array_function__ internals>:2(clip)
46690/10556    0.024    0.000    0.026    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:1000(named_modules)
       10    0.000    0.000    0.026    0.003 /src/smarts/sstudio/types.py:508(to_geometry)
      223    0.002    0.000    0.026    0.000 /src/smarts/core/vehicle_index.py:136(__deepcopy__)
     1511    0.003    0.000    0.026    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/extmath.py:686(_safe_accumulator_op)
      203    0.000    0.000    0.025    0.000 /src/ultra/ultra/baselines/common/replay_buffer.py:135(add)
    45815    0.012    0.000    0.025    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_asarray.py:88(asanyarray)
      203    0.004    0.000    0.025    0.000 /src/ultra/ultra/baselines/common/replay_buffer.py:61(add)
280124/279893    0.024    0.000    0.025    0.000 {built-in method builtins.len}
      822    0.002    0.000    0.025    0.000 /src/smarts/core/waypoints.py:82(signed_lateral_error)
      170    0.000    0.000    0.025    0.000 /usr/local/lib/python3.7/dist-packages/tensorboardX/writer.py:378(add_scalar)
      233    0.002    0.000    0.025    0.000 /src/smarts/core/smarts.py:577(_pybullet_provider_sync)
      203    0.000    0.000    0.025    0.000 ultra/train.py:156(<dictcomp>)
     1035    0.005    0.000    0.024    0.000 /src/ultra/ultra/utils/common.py:267(<listcomp>)
      203    0.001    0.000    0.024    0.000 /src/ultra/ultra/baselines/dqn/dqn/policy.py:219(act)
     1289    0.004    0.000    0.024    0.000 /usr/share/sumo/tools/sumolib/geomhelper.py:126(distancePointToPolygon)
      812    0.001    0.000    0.024    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:2021(clip)
   118/21    0.001    0.000    0.024    0.001 /usr/lib/python3.7/pickle.py:865(_batch_setitems)
       10    0.000    0.000    0.023    0.002 /src/smarts/core/waypoints.py:612(_shape_waypoints)
   122/96    0.001    0.000    0.023    0.000 /usr/local/lib/python3.7/dist-packages/dill/_dill.py:911(save_module_dict)
      476    0.009    0.000    0.023    0.000 /usr/local/lib/python3.7/dist-packages/rtree/index.py:614(intersection)
      100    0.007    0.000    0.022    0.000 /src/smarts/core/waypoints.py:632(_shape_waypoints_along_lane)
      203    0.000    0.000    0.022    0.000 /src/smarts/core/vehicle.py:503(step)
       10    0.000    0.000    0.022    0.002 /src/smarts/env/hiway_env.py:193(<dictcomp>)
      203    0.002    0.000    0.022    0.000 /src/ultra/ultra/baselines/dqn/dqn/policy.py:226(_act)
       10    0.000    0.000    0.022    0.002 /src/smarts/core/waypoints.py:150(<dictcomp>)
      203    0.000    0.000    0.022    0.000 /src/smarts/core/chassis.py:506(step)
       10    0.018    0.002    0.022    0.002 /src/smarts/core/chassis.py:217(__init__)
      213    0.002    0.000    0.022    0.000 /src/smarts/core/chassis.py:523(control)
    98/76    0.000    0.000    0.022    0.000 /usr/lib/python3.7/pickle.py:852(save_dict)
       10    0.000    0.000    0.022    0.002 /src/smarts/core/waypoints.py:155(<dictcomp>)
    10381    0.014    0.000    0.022    0.000 /usr/local/lib/python3.7/dist-packages/pybullet_utils/bullet_client.py:41(__getattr__)
      203    0.000    0.000    0.021    0.000 /src/smarts/core/vehicle.py:507(control)
   248271    0.021    0.000    0.021    0.000 {method 'append' of 'list' objects}
      203    0.001    0.000    0.021    0.000 /src/smarts/core/chassis.py:668(_set_road_friction)
     4453    0.020    0.000    0.021    0.000 /src/smarts/core/utils/math.py:39(yaw_from_quaternion)
     3593    0.006    0.000    0.020    0.000 /usr/share/sumo/tools/sumolib/geomhelper.py:111(distancePointToLine)
      822    0.008    0.000    0.020    0.000 /src/smarts/core/utils/math.py:93(signed_dist_to_line)
     2563    0.005    0.000    0.020    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:73(_wrapreduction)
      436    0.000    0.000    0.020    0.000 /src/smarts/core/waypoints.py:283(<listcomp>)
   180999    0.019    0.000    0.019    0.000 {built-in method builtins.issubclass}
     1960    0.004    0.000    0.019    0.000 /usr/share/sumo/tools/sumolib/net/__init__.py:208(addEdge)
     1681    0.002    0.000    0.019    0.000 <__array_function__ internals>:2(sum)
    21522    0.019    0.000    0.019    0.000 /src/ultra/ultra/utils/common.py:284(get_relative_pos)
      170    0.001    0.000    0.019    0.000 /usr/local/lib/python3.7/dist-packages/tensorboardX/writer.py:122(add_summary)
       10    0.000    0.000    0.019    0.002 /usr/local/lib/python3.7/dist-packages/gltf/converter.py:1665(convert)
      223    0.001    0.000    0.018    0.000 /src/smarts/core/vehicle_index.py:102(__and__)
     1000    0.001    0.000    0.018    0.000 /usr/local/lib/python3.7/dist-packages/yaml/parser.py:270(parse_block_node_or_indentless_sequence)
     2070    0.008    0.000    0.018    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_methods.py:63(_clip_dep_is_scalar_nan)
     1848    0.005    0.000    0.018    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:42(_wrapit)
      170    0.000    0.000    0.018    0.000 /usr/local/lib/python3.7/dist-packages/tensorboardX/writer.py:106(add_event)
     1010    0.004    0.000    0.018    0.000 /usr/local/lib/python3.7/dist-packages/yaml/parser.py:273(parse_node)
1962/1739    0.003    0.000    0.018    0.000 /usr/lib/python3.7/copy.py:237(_deepcopy_dict)
      170    0.000    0.000    0.018    0.000 /usr/local/lib/python3.7/dist-packages/tensorboardX/event_file_writer.py:132(add_event)
    63991    0.018    0.000    0.018    0.000 {built-in method __new__ of type object at 0x5568d056cd40}
      170    0.001    0.000    0.018    0.000 /usr/lib/python3.7/multiprocessing/queues.py:80(put)
     1644    0.001    0.000    0.017    0.000 <__array_function__ internals>:2(argmin)
      436    0.000    0.000    0.017    0.000 /src/smarts/core/waypoints.py:292(<listcomp>)
     4278    0.005    0.000    0.017    0.000 /src/smarts/core/waypoints.py:285(<lambda>)
      426    0.001    0.000    0.017    0.000 /src/smarts/core/chassis.py:385(steering)
      436    0.006    0.000    0.017    0.000 /src/smarts/core/waypoints.py:293(<listcomp>)
      223    0.002    0.000    0.017    0.000 /src/smarts/core/vehicle_index.py:110(_subset)
       10    0.000    0.000    0.017    0.002 /usr/share/sumo/tools/traci/_simulation.py:463(subscribe)
       10    0.000    0.000    0.017    0.002 /usr/share/sumo/tools/traci/domain.py:201(subscribe)
       10    0.000    0.000    0.017    0.002 /usr/share/sumo/tools/traci/connection.py:225(_subscribe)
     1681    0.003    0.000    0.016    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:2092(sum)
     4466    0.016    0.000    0.016    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
      170    0.016    0.000    0.016    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       50    0.000    0.000    0.015    0.000 /src/smarts/core/sumo_road_network.py:391(nearest_lane)
      213    0.002    0.000    0.015    0.000 /src/smarts/core/chassis.py:570(_apply_brake)
       20    0.000    0.000    0.015    0.001 /src/smarts/core/route.py:64(__init__)
     1644    0.001    0.000    0.015    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:1193(argmin)
      609    0.001    0.000    0.015    0.000 {method 'clip' of 'numpy.generic' objects}
     1015    0.002    0.000    0.015    0.000 /src/smarts/core/vehicle_index.py:238(vehicles_by_actor_id)
      940    0.005    0.000    0.014    0.000 /usr/local/lib/python3.7/dist-packages/yaml/scanner.py:1311(scan_plain_spaces)
      223    0.005    0.000    0.014    0.000 /src/smarts/core/vehicle_index.py:299(sync)
     4463    0.005    0.000    0.014    0.000 /src/smarts/core/utils/math.py:60(fast_quaternion_from_angle)
      446    0.000    0.000    0.014    0.000 <__array_function__ internals>:2(ediff1d)
      233    0.000    0.000    0.014    0.000 /src/smarts/core/smarts.py:851(_sync_panda3d)
    12150    0.007    0.000    0.014    0.000 /usr/local/lib/python3.7/dist-packages/yaml/scanner.py:145(need_more_tokens)
    42036    0.014    0.000    0.014    0.000 /src/smarts/core/coordinates.py:49(__init__)
      223    0.001    0.000    0.014    0.000 /src/smarts/core/agent_manager.py:226(fetch_agent_actions)
